Clinic Name,Street Address,City,State,ZIP Code,X,Y,Last Updated,Clinic Website,Phone Number,Volume Ordered,Order Date,Federal Allocation,Open Data Link
RITE AID STORE #02685,838 FIFTH AVENUE,FORD CITY,Pennsylvania,16226,-79.531466,40.768628,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02693,44 KINGS VILLAGE,MINERSVILLE,Pennsylvania,17954,-76.254105,40.681573,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02768,54 NORTH MAIN STREET,CARBONDALE,Pennsylvania,18407,-75.501419,41.573841,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02769,100 FRANKLIN STREET,MERCER,Pennsylvania,16137,-80.239858,41.230068,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02797,1401 WEST CHELTENHAM AVENUE,MELROSE PARK,Pennsylvania,19027,-75.139393,40.063423,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03273,1201 SOUTH BETHLEHEM PIKE,AMBLER,Pennsylvania,19002,-75.213946,40.157609,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03364,1303 SHOEMAKER STREET,NANTY GLO,Pennsylvania,15943,-78.83627,40.467793,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03389,2674 EGYPT ROAD,AUDUBON,Pennsylvania,19403,-75.408417,40.130215,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03400,420 NORTH 3RD STREET,WOMELSDORF,Pennsylvania,19567,-76.18883,40.371532,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03425,807 SOUTH 4TH STREET,HAMBURG,Pennsylvania,19526,-75.977855,40.542423,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03443,6039 NATIONAL PIKE,GRINDSTONE,Pennsylvania,15442,-79.866614,40.006985,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03447,126 W MAIN STREET,Grove City,Pennsylvania,16127,-80.087881,41.157301,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03449,335 MAIN STREET,GREENVILLE,Pennsylvania,16125,-80.379288,41.408146,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03470,580 CARBONDALE ROAD,SCOTT TOWNSHIP,Pennsylvania,18447,-75.6112354,41.4764821,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03527,155 CHARTIERS AVENUE,MCKEES ROCKS,Pennsylvania,15136,-80.058165,40.464546,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03602,5675 YORK ROAD,NEW OXFORD,Pennsylvania,17350,-77.042131,39.86708,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03609,415 EAST QUEEN STREET,CHAMBERSBURG,Pennsylvania,17201,-77.653972,39.934948,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03610,1786-I COLUMBIA AVENUE,COLUMBIA,Pennsylvania,17512,-76.472692,40.031911,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03611,455-K NORTH ENOLA ROAD,ENOLA,Pennsylvania,17025,-76.927523,40.300537,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03613,5277 SIMPSON FERRY ROAD,MECHANICSBURG,Pennsylvania,17050,-76.991453,40.216113,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03620,1550 COLUMBIA AVENUE,LANCASTER,Pennsylvania,17603,-76.343846,40.037938,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03768,1249 HORSESHOE PIKE,DOWNINGTOWN,Pennsylvania,19335,-75.770603,40.037415,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03775,500 NORTH MAIN AVENUE,SCRANTON,Pennsylvania,18504,-75.675966,41.41652,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03804,10 NEWPORT PLAZA,NEWPORT,Pennsylvania,17074,-77.113873,40.49327,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #03972,811 EAST STATE STREET,SHARON,Pennsylvania,16146,-80.494172,41.233092,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04004,2108 MACARTHUR ROAD,WHITEHALL,Pennsylvania,18052,-75.487448,40.635086,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04083,101 5TH STREET,CHARLEROI,Pennsylvania,15022,-79.896423,40.139322,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04256,1321 EASTON ROAD,ABINGTON,Pennsylvania,19001,-75.131245,40.12673,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04260,4299 UNION DEPOSIT ROAD,HARRISBURG,Pennsylvania,17111,-76.813719,40.278997,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04284,3601 WALNUT STREET,HARRISBURG,Pennsylvania,17109,-76.836911,40.288253,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04286,5201 SPRING ROAD,SHERMANS DALE,Pennsylvania,17090,-77.165193,40.319668,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04288,3773 PETERS MOUNTAIN RD.,HALIFAX,Pennsylvania,17032,-76.926297,40.454864,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04293,5 FRIENDLY DRIVE,DUNCANNON,Pennsylvania,17020,-77.0346783,40.3971746,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04415,14 FIFTH STREET,WILLIAMSPORT,Pennsylvania,17701,-77.00414,41.243712,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04616,208 EAST CENTRAL AVENUE,TITUSVILLE,Pennsylvania,16354,-79.671219,41.627186,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04676,407 CENTRAL AVENUE,JOHNSTOWN,Pennsylvania,15902,-78.911216,40.300253,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04682,100 WILLIAM MARKS DRIVE,MUNHALL,Pennsylvania,15120,-79.903445,40.409943,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04684,825A EAST CHESTNUT STREET,LANCASTER,Pennsylvania,17602,-76.288924,40.043017,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04791,2023 LYCOMING CREEK ROAD,WILLIAMSPORT,Pennsylvania,17701,-77.043658,41.258797,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04818,4965 CARLISLE PIKE,Mechanicsburg,Pennsylvania,17055,-76.987283,40.189546,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04840,1000 NORTH CHURCH STREET,HAZLETON,Pennsylvania,18201,-75.978136,40.973192,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04960,2470 BEDFORD STREET,JOHNSTOWN,Pennsylvania,15904,-78.870653,40.294991,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #04990,2 KIRBY AVENUE,MOUNTAIN TOP,Pennsylvania,18707,-75.885758,41.162207,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #06712,100 Forbes Avenue,Pittsburgh,Pennsylvania,15222,-80.003547,40.440941,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #06733,503 CLIFTON ROAD,Bethel Park,Pennsylvania,15102,-80.064722,40.312039,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #06738,1201 Blair Street,Hollidaysburg,Pennsylvania,16648,-78.383039,40.430351,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #06739,1365 Logan Avenue,Tyrone,Pennsylvania,16686,-78.237942,40.675326,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #06740,3106 E PLEASANT VALLEY BLVD,Altoona,Pennsylvania,16601,-78.321569,40.596627,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #06741,1600 9TH AVE,Altoona,Pennsylvania,16602,-78.402375,40.510296,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #06742,94 JUNE DRIVE,Roaring Spring,Pennsylvania,16673,-78.389659,40.338846,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #06778,27 N 7th Street,Allentown,Pennsylvania,18101,-75.471914,40.602971,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07772,33  WEST RIDGE,Royersford,Pennsylvania,19468,-75.535627,40.20115,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07781,20480 ROUTE 19,CRANBERRY TWP,Pennsylvania,16066,-80.104354,40.698759,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07825,201 DEVINE DRIVE,WEXFORD,Pennsylvania,15090,-80.090535,40.617427,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07836,1401 W TILGHMAN STREET,ALLENTOWN,Pennsylvania,18102,-75.490532,40.608013,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07850,620 E ALLEGHENY AVENUE,EMPORIUM,Pennsylvania,15834,-78.223636,41.509001,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07853,901 S SAINT MARYS STREET,SAINT MARYS,Pennsylvania,15857,-78.56053,41.408409,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07861,3145 MAIN STREET,MORGANTOWN,Pennsylvania,19543,-75.890647,40.155201,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07878,1050 NORTHERN BLVD,CLARKS SUMMIT,Pennsylvania,18411,-75.693074,41.484905,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07880,277 DEKALB PIKE,NORTH WALES,Pennsylvania,19454,-75.249347,40.224742,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07886,115 LEADER HEIGHTS ROAD,YORK,Pennsylvania,17403,-76.706397,39.909906,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07894,4999 JONESTOWN RD,Harrisburg,Pennsylvania,17109,-76.805224,40.306693,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #07924,2270 NOBLESTOWN ROAD,PITTSBURGH,Pennsylvania,15205,-80.053634,40.428325,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10888,2302 SHEFFIELD ROAD,ALIQUIPPA,Pennsylvania,15001,-80.281188,40.606584,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10890,1505 7TH AVENUE,BEAVER FALLS,Pennsylvania,15010,-80.319517,40.756037,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10891,843 ROSTRAVER ROAD,BELLE VERNON,Pennsylvania,15012,-79.842975,40.136935,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10892,417 CHARTIERS STREET,BRIDGEVILLE,Pennsylvania,15017,-80.113475,40.355252,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10893,1200 PITTSBURGH STREET,CHESWICK,Pennsylvania,15024,-79.804131,40.540989,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10894,1021 FIRST AVENUE,CONWAY,Pennsylvania,15027,-80.23872,40.660066,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10899,3200 OREGON DRIVE,LOWER BURRELL,Pennsylvania,15068,-79.701497,40.584561,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10900,700 STEVENSON BLVD.,NEW KENSINGTON,Pennsylvania,15068,-79.754864,40.564172,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10901,351 BRIGHTON AVENUE,ROCHESTER,Pennsylvania,15074,-80.287067,40.702593,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10904,4960 WILLIAM FLYNN HWY STE 10,ALLISON PARK,Pennsylvania,15101,-79.947083,40.602254,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10907,2100 WASHINGTON PIKE,CARNEGIE,Pennsylvania,15106,-80.091038,40.387663,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10908,5990 UNIVERSITY BLVD STE30,MOON TOWNSHIP,Pennsylvania,15108,-80.217714,40.520301,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10909,1710 MOUNT ROYAL BLVD.,GLENSHAW,Pennsylvania,15116,-79.962791,40.525812,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10914,1700 PINE HOLLOW ROAD,Mc Kees Rocks,Pennsylvania,15136,-80.097396,40.475512,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10917,4111 WILLIAM PENN HWY.,MONROEVILLE,Pennsylvania,15146,-79.768465,40.438863,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10919,4534 BROADWAY BLVD.,MONROEVILLE,Pennsylvania,15146,-79.76606,40.390261,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10926,1222 BROWNSVILLE RD,PITTSBURGH,Pennsylvania,15210,-79.990169,40.403651,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10934,2336 ARDMORE BOULEVARD,PITTSBURGH,Pennsylvania,15221,-79.848272,40.416559,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,1-412-273-3487,,,Yes,
RITE AID STORE #10935,331 PENN AVENUE,WILKINSBURG,Pennsylvania,15221,-79.890772,40.445762,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10939,4411 HOWLEY STREET,PITTSBURGH,Pennsylvania,15224,-79.952217,40.464581,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10941,PITTSBURGH INTL AIRPORT,Pittsburgh,Pennsylvania,15231,-80.2324813,40.4925467,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10950,568 CASTE VILLAGE,PITTSBURGH,Pennsylvania,15236,-80.005354,40.365215,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10954,1125 FREEPORT ROAD,PITTSBURGH,Pennsylvania,15238,-79.882172,40.487714,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10955,1804 GOLDEN MILE HIGHWAY,PITTSBURGH,Pennsylvania,15239,-79.713841,40.446806,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10958,1396 WEST CHESTNUT ST.,WASHINGTON,Pennsylvania,15301,-80.273345,40.164818,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10962,575 MORGANTOWN ROAD,UNIONTOWN,Pennsylvania,15401,-79.735481,39.884077,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,1-724-437-2140,,,Yes,
RITE AID STORE #10964,200 MEMORIAL BLVD.,CONNELLSVILLE,Pennsylvania,15425,-79.595421,40.0233,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10966,314 EAST PITTSBURGH STREET,GREENSBURG,Pennsylvania,15601,-79.537177,40.303248,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10967,6090 ROUTE 30,GREENSBURG,Pennsylvania,15601,-79.5347388,40.3044978,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10968,8775 NORWIN AVENUE,NORTH HUNTINGDON,Pennsylvania,15642,-79.693414,40.317472,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10969,10 CLAY PIKE,NORTH HUNTINGDON,Pennsylvania,15642,-79.740118,40.33097,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10975,201 WEST MAHONING STREET,PUNXSUTAWNEY,Pennsylvania,15767,-78.972331,40.943148,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10976,431 COMMONS DRIVE,DUBOIS,Pennsylvania,15801,-78.735112,41.127876,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10979,1501 SCALP AVENUE,JOHNSTOWN,Pennsylvania,15904,-78.856976,40.269618,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10980,1759 GOUCHER STREET,JOHNSTOWN,Pennsylvania,15905,-78.954534,40.322481,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10983,200 GREATER BUTLER MART,BUTLER,Pennsylvania,16001,-79.91772,40.843362,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10984,178 POINT PLAZA,BUTLER,Pennsylvania,16001,-79.930091,40.868939,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10987,100 SEVEN FIELDS BLVD,SEVEN FIELDS,Pennsylvania,16046,-80.056697,40.688209,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10988,129 GRAND AVE,MARS,Pennsylvania,16046,-80.010307,40.696684,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10990,31 NORTH JEFFERSON STREET,NEW CASTLE,Pennsylvania,16101,-80.347295,41.000448,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10991,1730 WILMINGTON ROAD,NEW CASTLE,Pennsylvania,16105,-80.35425,41.018617,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10994,135 SOUTH MARKET STREET,NEW WILMINGTON,Pennsylvania,16142,-80.333017,41.121823,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10995,1851 EAST STATE STREET,HERMITAGE,Pennsylvania,16148,-80.475948,41.233359,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10996,64 NORTH MERCER AVE.,SHARPSVILLE,Pennsylvania,16150,-80.474699,41.265353,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10998,165 BUTLER ROAD,KITTANNING,Pennsylvania,16201,-79.526502,40.805653,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #10999,100 SOUTH THIRD STREET,CONNEAUT LAKE,Pennsylvania,16316,-80.304286,41.602848,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11002,1020 LIBERTY STREET,FRANKLIN,Pennsylvania,16323,-79.825612,41.393742,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11006,105 WEST MAIN STREET,NORTH EAST,Pennsylvania,16428,-79.841399,42.21397,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11007,1338 EAST GRANDVIEW BLVD.,ERIE,Pennsylvania,16504,-80.030468,42.107625,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11008,353 EAST 6TH STREET,ERIE,Pennsylvania,16507,-80.077631,42.132157,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11009,5430 PEACH STREET,ERIE,Pennsylvania,16509,-80.093535,42.075354,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11010,4145 BUFFALO ROAD,ERIE,Pennsylvania,16510,-80.006011,42.144642,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11011,600 CHESTNUT AVENUE,ALTOONA,Pennsylvania,16601,-78.396767,40.520011,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11012,3331 PLEASANT VALLEY BLVD.,ALTOONA,Pennsylvania,16602,-78.401307,40.482904,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11015,821 EAST BISHOP STREET,BELLEFONTE,Pennsylvania,16823,-77.763356,40.913776,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11016,24 EAST AVENUE,WELLSBORO,Pennsylvania,16901,-77.296265,41.74844,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11017,3200 MARKET  STREET,CAMP HILL,Pennsylvania,17011,-76.934708,40.23987,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11018,429 SOUTH HANOVER STREET,CARLISLE,Pennsylvania,17013,-77.189942,40.195433,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11019,818 US ROUTE 15 NORTH,DILLSBURG,Pennsylvania,17019,-77.020856,40.129818,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11021,469 WEST PENN AVENUE,CLEONA,Pennsylvania,17042,-76.483867,40.335983,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11023,300 S. FAYETTE STREET,SHIPPENSBURG,Pennsylvania,17257,-77.520462,40.044378,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11024,1513 EAST MAIN STREET,WAYNESBORO,Pennsylvania,17268,-77.554148,39.744476,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11025,65 NEWBERRY PARKWAY,ETTERS,Pennsylvania,17319,-76.81439007,40.14776858,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11029,3205 CAPE HORN ROAD,RED LION,Pennsylvania,17356,-76.629082,39.915764,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11030,577 SOUTH MAIN STREET,SHREWSBURY,Pennsylvania,17361,-76.677471,39.753424,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11033,3300 EAST MARKET STREET,YORK,Pennsylvania,17402,-76.661143,39.978465,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11034,2600 WILLOW STREET PIKE,WILLOW STREET,Pennsylvania,17584,-76.280101,39.984952,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11036,1913 EAST 3RD STREET,WILLIAMSPORT,Pennsylvania,17701,-76.963071,41.248665,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11037,760 BROAD STREET,MONTOURSVILLE,Pennsylvania,17754,-76.915741,41.248123,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11038,2411 COLUMBIA BLVD,BLOOMSBURG,Pennsylvania,17815,-76.413434,41.011354,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11040,2269 SCHOENERSVILLE ROAD,BETHLEHEM,Pennsylvania,18017,-75.401141,40.641092,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11042,2178 W. UNION BLVD.,BETHLEHEM,Pennsylvania,18018,-75.420074,40.626355,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11043,901 NORTHAMPTON STREET,EASTON,Pennsylvania,18042,-75.221068,40.690737,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11045,601 SOUTH 25TH STREET,EASTON,Pennsylvania,18045,-75.247798,40.681156,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11047,7719 MAIN STREET,FOGELSVILLE,Pennsylvania,18051,-75.627925,40.584299,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11048,110 MAIN STREET,HELLERTOWN,Pennsylvania,18055,-75.341405,40.57263,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11049,200 SOUTH BEST AVENUE,WALNUTPORT,Pennsylvania,18088,-75.593,40.755409,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11053,1628 SOUTH FOURTH STREET,ALLENTOWN,Pennsylvania,18103,-75.459083,40.58458,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11054,361 S. CEDAR CREST BLVD,ALLENTOWN,Pennsylvania,18103,-75.52224,40.582519,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11055,1650 NORTH CEDAR CREST BLVD.,ALLENTOWN,Pennsylvania,18104,-75.53383,40.614674,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
